,beta,d,d_i,a_c,a_i,p_A,p_B,c1,c2,f_cA,f_cB,f_isA,f_iaA,r,ts,s_1,s_2,p_c,f_ibA,cycl_period,alt_cycl_period,cycling,rdt,pS0,pCs0,pCa0,pCb0,pIs0,pIa0,pIb0,N,t
305,0.24,9,0.86,0.05,0.002,0.425,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
346,0.24,9,0.86,0.05,0.002,0.425,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
387,0.24,9,0.86,0.05,0.002,0.425,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
428,0.24,9,0.86,0.05,0.002,0.425,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
469,0.24,9,0.86,0.05,0.002,0.425,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
510,0.24,9,0.86,0.05,0.002,0.425,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
551,0.24,9,0.86,0.05,0.002,0.425,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
592,0.24,9,0.86,0.05,0.002,0.425,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
633,0.24,9,0.86,0.05,0.002,0.425,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
674,0.24,9,0.86,0.05,0.002,0.425,0.4,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
715,0.24,9,0.86,0.05,0.002,0.425,0.425,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
756,0.24,9,0.86,0.05,0.002,0.425,0.45,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
797,0.24,9,0.86,0.05,0.002,0.425,0.475,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
838,0.24,9,0.86,0.05,0.002,0.425,0.5,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
879,0.24,9,0.86,0.05,0.002,0.425,0.525,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
920,0.24,9,0.86,0.05,0.002,0.425,0.55,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
961,0.24,9,0.86,0.05,0.002,0.425,0.575,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
19,0.24,9,0.86,0.05,0.002,0.45,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
60,0.24,9,0.86,0.05,0.002,0.45,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
101,0.24,9,0.86,0.05,0.002,0.45,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
142,0.24,9,0.86,0.05,0.002,0.45,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
183,0.24,9,0.86,0.05,0.002,0.45,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
224,0.24,9,0.86,0.05,0.002,0.45,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
265,0.24,9,0.86,0.05,0.002,0.45,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
306,0.24,9,0.86,0.05,0.002,0.45,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
347,0.24,9,0.86,0.05,0.002,0.45,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
388,0.24,9,0.86,0.05,0.002,0.45,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
429,0.24,9,0.86,0.05,0.002,0.45,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
470,0.24,9,0.86,0.05,0.002,0.45,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
511,0.24,9,0.86,0.05,0.002,0.45,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
552,0.24,9,0.86,0.05,0.002,0.45,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
593,0.24,9,0.86,0.05,0.002,0.45,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
634,0.24,9,0.86,0.05,0.002,0.45,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
675,0.24,9,0.86,0.05,0.002,0.45,0.4,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
716,0.24,9,0.86,0.05,0.002,0.45,0.425,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
757,0.24,9,0.86,0.05,0.002,0.45,0.45,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
798,0.24,9,0.86,0.05,0.002,0.45,0.475,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
839,0.24,9,0.86,0.05,0.002,0.45,0.5,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
880,0.24,9,0.86,0.05,0.002,0.45,0.525,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
921,0.24,9,0.86,0.05,0.002,0.45,0.55,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
20,0.24,9,0.86,0.05,0.002,0.475,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
61,0.24,9,0.86,0.05,0.002,0.475,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
102,0.24,9,0.86,0.05,0.002,0.475,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
143,0.24,9,0.86,0.05,0.002,0.475,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
184,0.24,9,0.86,0.05,0.002,0.475,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
225,0.24,9,0.86,0.05,0.002,0.475,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
266,0.24,9,0.86,0.05,0.002,0.475,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
307,0.24,9,0.86,0.05,0.002,0.475,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
348,0.24,9,0.86,0.05,0.002,0.475,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
389,0.24,9,0.86,0.05,0.002,0.475,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
430,0.24,9,0.86,0.05,0.002,0.475,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
471,0.24,9,0.86,0.05,0.002,0.475,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
512,0.24,9,0.86,0.05,0.002,0.475,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
553,0.24,9,0.86,0.05,0.002,0.475,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
594,0.24,9,0.86,0.05,0.002,0.475,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
635,0.24,9,0.86,0.05,0.002,0.475,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
676,0.24,9,0.86,0.05,0.002,0.475,0.4,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
717,0.24,9,0.86,0.05,0.002,0.475,0.425,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
758,0.24,9,0.86,0.05,0.002,0.475,0.45,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
799,0.24,9,0.86,0.05,0.002,0.475,0.475,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
840,0.24,9,0.86,0.05,0.002,0.475,0.5,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
881,0.24,9,0.86,0.05,0.002,0.475,0.525,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
21,0.24,9,0.86,0.05,0.002,0.5,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
62,0.24,9,0.86,0.05,0.002,0.5,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
103,0.24,9,0.86,0.05,0.002,0.5,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
144,0.24,9,0.86,0.05,0.002,0.5,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
185,0.24,9,0.86,0.05,0.002,0.5,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
226,0.24,9,0.86,0.05,0.002,0.5,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
267,0.24,9,0.86,0.05,0.002,0.5,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
308,0.24,9,0.86,0.05,0.002,0.5,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
349,0.24,9,0.86,0.05,0.002,0.5,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
390,0.24,9,0.86,0.05,0.002,0.5,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
431,0.24,9,0.86,0.05,0.002,0.5,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
472,0.24,9,0.86,0.05,0.002,0.5,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
513,0.24,9,0.86,0.05,0.002,0.5,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
554,0.24,9,0.86,0.05,0.002,0.5,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
595,0.24,9,0.86,0.05,0.002,0.5,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
636,0.24,9,0.86,0.05,0.002,0.5,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
677,0.24,9,0.86,0.05,0.002,0.5,0.4,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
718,0.24,9,0.86,0.05,0.002,0.5,0.425,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
759,0.24,9,0.86,0.05,0.002,0.5,0.45,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
800,0.24,9,0.86,0.05,0.002,0.5,0.475,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
841,0.24,9,0.86,0.05,0.002,0.5,0.5,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
22,0.24,9,0.86,0.05,0.002,0.525,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
63,0.24,9,0.86,0.05,0.002,0.525,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
104,0.24,9,0.86,0.05,0.002,0.525,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
145,0.24,9,0.86,0.05,0.002,0.525,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
186,0.24,9,0.86,0.05,0.002,0.525,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
227,0.24,9,0.86,0.05,0.002,0.525,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
268,0.24,9,0.86,0.05,0.002,0.525,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
309,0.24,9,0.86,0.05,0.002,0.525,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
350,0.24,9,0.86,0.05,0.002,0.525,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
391,0.24,9,0.86,0.05,0.002,0.525,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
432,0.24,9,0.86,0.05,0.002,0.525,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
473,0.24,9,0.86,0.05,0.002,0.525,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
514,0.24,9,0.86,0.05,0.002,0.525,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
555,0.24,9,0.86,0.05,0.002,0.525,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
596,0.24,9,0.86,0.05,0.002,0.525,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
637,0.24,9,0.86,0.05,0.002,0.525,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
678,0.24,9,0.86,0.05,0.002,0.525,0.4,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
719,0.24,9,0.86,0.05,0.002,0.525,0.425,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
760,0.24,9,0.86,0.05,0.002,0.525,0.45,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
801,0.24,9,0.86,0.05,0.002,0.525,0.475,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
23,0.24,9,0.86,0.05,0.002,0.55,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
64,0.24,9,0.86,0.05,0.002,0.55,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
105,0.24,9,0.86,0.05,0.002,0.55,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
146,0.24,9,0.86,0.05,0.002,0.55,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
187,0.24,9,0.86,0.05,0.002,0.55,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
228,0.24,9,0.86,0.05,0.002,0.55,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
269,0.24,9,0.86,0.05,0.002,0.55,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
310,0.24,9,0.86,0.05,0.002,0.55,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
351,0.24,9,0.86,0.05,0.002,0.55,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
392,0.24,9,0.86,0.05,0.002,0.55,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
433,0.24,9,0.86,0.05,0.002,0.55,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
474,0.24,9,0.86,0.05,0.002,0.55,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
515,0.24,9,0.86,0.05,0.002,0.55,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
556,0.24,9,0.86,0.05,0.002,0.55,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
597,0.24,9,0.86,0.05,0.002,0.55,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
638,0.24,9,0.86,0.05,0.002,0.55,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
679,0.24,9,0.86,0.05,0.002,0.55,0.4,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
720,0.24,9,0.86,0.05,0.002,0.55,0.425,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
761,0.24,9,0.86,0.05,0.002,0.55,0.45,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
24,0.24,9,0.86,0.05,0.002,0.575,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
65,0.24,9,0.86,0.05,0.002,0.575,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
106,0.24,9,0.86,0.05,0.002,0.575,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
147,0.24,9,0.86,0.05,0.002,0.575,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
188,0.24,9,0.86,0.05,0.002,0.575,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
229,0.24,9,0.86,0.05,0.002,0.575,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
270,0.24,9,0.86,0.05,0.002,0.575,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
311,0.24,9,0.86,0.05,0.002,0.575,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
352,0.24,9,0.86,0.05,0.002,0.575,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
393,0.24,9,0.86,0.05,0.002,0.575,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
434,0.24,9,0.86,0.05,0.002,0.575,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
475,0.24,9,0.86,0.05,0.002,0.575,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
516,0.24,9,0.86,0.05,0.002,0.575,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
557,0.24,9,0.86,0.05,0.002,0.575,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
598,0.24,9,0.86,0.05,0.002,0.575,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
639,0.24,9,0.86,0.05,0.002,0.575,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
680,0.24,9,0.86,0.05,0.002,0.575,0.4,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
721,0.24,9,0.86,0.05,0.002,0.575,0.425,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
25,0.24,9,0.86,0.05,0.002,0.6,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
